1.4000000e+003	2.3718000e+005
1.3990000e+003	2.3328800e+005
1.3980000e+003	2.2746000e+005
1.3970000e+003	2.2190500e+005
1.3960000e+003	2.1580300e+005
1.3950000e+003	2.0996300e+005
1.3940000e+003	2.0338800e+005
1.3930000e+003	1.9653300e+005
1.3920000e+003	1.9044000e+005
1.3910000e+003	1.8773800e+005
1.3900000e+003	1.8539300e+005
1.3890000e+003	1.8221500e+005
1.3880000e+003	1.8018800e+005
1.3870000e+003	1.7709500e+005
1.3860000e+003	1.7567000e+005
1.3850000e+003	1.7278000e+005
1.3840000e+003	1.7040300e+005
1.3830000e+003	1.6864500e+005
1.3820000e+003	1.6559000e+005
1.3810000e+003	1.6316500e+005
1.3800000e+003	1.6106300e+005
1.3790000e+003	1.5825000e+005
1.3780000e+003	1.5590300e+005
1.3770000e+003	1.5195800e+005
1.3760000e+003	1.4995500e+005
1.3750000e+003	1.4725300e+005
1.3740000e+003	1.4599800e+005
1.3730000e+003	1.4439800e+005
1.3720000e+003	1.4125300e+005
1.3710000e+003	1.3977000e+005
1.3700000e+003	1.3832800e+005
1.3690000e+003	1.3684000e+005
1.3680000e+003	1.3508800e+005
1.3670000e+003	1.3162500e+005
1.3660000e+003	1.3121000e+005
1.3650000e+003	1.3076000e+005
1.3640000e+003	1.2913000e+005
1.3630000e+003	1.2748300e+005
1.3620000e+003	1.2646300e+005
1.3610000e+003	1.2611300e+005
1.3600000e+003	1.2529800e+005
1.3590000e+003	1.2361500e+005
1.3580000e+003	1.2167000e+005
1.3570000e+003	1.2182500e+005
1.3560000e+003	1.2157300e+005
1.3550000e+003	1.2017800e+005
1.3540000e+003	1.1953800e+005
1.3530000e+003	1.1971300e+005
1.3520000e+003	1.1848300e+005
1.3510000e+003	1.1766000e+005
1.3500000e+003	1.1682500e+005
1.3490000e+003	1.1748800e+005
1.3480000e+003	1.1750300e+005
1.3470000e+003	1.1653000e+005
1.3460000e+003	1.1594000e+005
1.3450000e+003	1.1614500e+005
1.3440000e+003	1.1568800e+005
1.3430000e+003	1.1490800e+005
1.3420000e+003	1.1569500e+005
1.3410000e+003	1.1497300e+005
1.3400000e+003	1.1408800e+005
1.3390000e+003	1.1322800e+005
1.3380000e+003	1.1389800e+005
1.3370000e+003	1.1235500e+005
1.3360000e+003	1.1324500e+005
1.3350000e+003	1.1157500e+005
1.3340000e+003	1.1165500e+005
1.3330000e+003	1.1165500e+005
1.3320000e+003	1.1127000e+005
1.3310000e+003	1.1131300e+005
1.3300000e+003	1.1153000e+005
1.3290000e+003	1.1134500e+005
1.3280000e+003	1.1080300e+005
1.3270000e+003	1.1169300e+005
1.3260000e+003	1.1205300e+005
1.3250000e+003	1.1238300e+005
1.3240000e+003	1.1318000e+005
1.3230000e+003	1.1364000e+005
1.3220000e+003	1.1454500e+005
1.3210000e+003	1.1501800e+005
1.3200000e+003	1.1400800e+005
1.3190000e+003	1.1505300e+005
1.3180000e+003	1.1609800e+005
1.3170000e+003	1.1624300e+005
1.3160000e+003	1.1698500e+005
1.3150000e+003	1.1840500e+005
1.3140000e+003	1.1748000e+005
1.3130000e+003	1.1789500e+005
1.3120000e+003	1.1921300e+005
1.3110000e+003	1.1971300e+005
1.3100000e+003	1.2095300e+005
1.3090000e+003	1.2129500e+005
1.3080000e+003	1.2118500e+005
1.3070000e+003	1.2243800e+005
1.3060000e+003	1.2261800e+005
1.3050000e+003	1.2287800e+005
1.3040000e+003	1.2232000e+005
1.3030000e+003	1.2215300e+005
1.3020000e+003	1.2308500e+005
1.3010000e+003	1.2300300e+005
1.3000000e+003	1.2220500e+005
1.2990000e+003	1.2238500e+005
1.2980000e+003	1.2329000e+005
1.2970000e+003	1.2339500e+005
1.2960000e+003	1.2269000e+005
1.2950000e+003	1.2221800e+005
1.2940000e+003	1.2284300e+005
1.2930000e+003	1.2388500e+005
1.2920000e+003	1.2469300e+005
1.2910000e+003	1.2313000e+005
1.2900000e+003	1.2390800e+005
1.2890000e+003	1.2457800e+005
1.2880000e+003	1.2460300e+005
1.2870000e+003	1.2427500e+005
1.2860000e+003	1.2490300e+005
1.2850000e+003	1.2508800e+005
1.2840000e+003	1.2608300e+005
1.2830000e+003	1.2525000e+005
1.2820000e+003	1.2502000e+005
1.2810000e+003	1.2564300e+005
1.2800000e+003	1.2661000e+005
1.2790000e+003	1.2600300e+005
1.2780000e+003	1.2670500e+005
1.2770000e+003	1.2681300e+005
1.2760000e+003	1.2709000e+005
1.2750000e+003	1.2726000e+005
1.2740000e+003	1.2822000e+005
1.2730000e+003	1.2850000e+005
1.2720000e+003	1.2787500e+005
1.2710000e+003	1.2813300e+005
1.2700000e+003	1.2854300e+005
1.2690000e+003	1.2842800e+005
1.2680000e+003	1.2919300e+005
1.2670000e+003	1.2930500e+005
1.2660000e+003	1.2926300e+005
1.2650000e+003	1.2994300e+005
1.2640000e+003	1.3033800e+005
1.2630000e+003	1.3028800e+005
1.2620000e+003	1.3047500e+005
1.2610000e+003	1.2986300e+005
1.2600000e+003	1.3131300e+005
1.2590000e+003	1.3174500e+005
1.2580000e+003	1.3179800e+005
1.2570000e+003	1.3147800e+005
1.2560000e+003	1.3172300e+005
1.2550000e+003	1.3242500e+005
1.2540000e+003	1.3244300e+005
1.2530000e+003	1.3280800e+005
1.2520000e+003	1.3371000e+005
1.2510000e+003	1.3524500e+005
1.2500000e+003	1.3615500e+005
1.2490000e+003	1.3688800e+005
1.2480000e+003	1.3891000e+005
1.2470000e+003	1.4013800e+005
1.2460000e+003	1.3965800e+005
1.2450000e+003	1.4007800e+005
1.2440000e+003	1.4025300e+005
1.2430000e+003	1.4033800e+005
1.2420000e+003	1.3958000e+005
1.2410000e+003	1.3917800e+005
1.2400000e+003	1.3747000e+005
1.2390000e+003	1.3621800e+005
1.2380000e+003	1.3652000e+005
1.2370000e+003	1.3689500e+005
1.2360000e+003	1.3578000e+005
1.2350000e+003	1.3656800e+005
1.2340000e+003	1.3699300e+005
1.2330000e+003	1.3675800e+005
1.2320000e+003	1.3725800e+005
1.2310000e+003	1.3755000e+005
1.2300000e+003	1.3758800e+005
1.2290000e+003	1.3810000e+005
1.2280000e+003	1.3887800e+005
1.2270000e+003	1.3828800e+005
1.2260000e+003	1.3773300e+005
1.2250000e+003	1.3903800e+005
1.2240000e+003	1.3915300e+005
1.2230000e+003	1.3815500e+005
1.2220000e+003	1.3740300e+005
1.2210000e+003	1.3669800e+005
1.2200000e+003	1.3716800e+005
1.2190000e+003	1.3638500e+005
1.2180000e+003	1.3737000e+005
1.2170000e+003	1.3701800e+005
1.2160000e+003	1.3703800e+005
1.2150000e+003	1.3551800e+005
1.2140000e+003	1.3638500e+005
1.2130000e+003	1.3719500e+005
1.2120000e+003	1.3668000e+005
1.2110000e+003	1.3690300e+005
1.2100000e+003	1.3685300e+005
1.2090000e+003	1.3746500e+005
1.2080000e+003	1.3727500e+005
1.2070000e+003	1.3715300e+005
1.2060000e+003	1.3753800e+005
1.2050000e+003	1.3845500e+005
1.2040000e+003	1.3790500e+005
1.2030000e+003	1.3776000e+005
1.2020000e+003	1.4076300e+005
1.2010000e+003	1.3988300e+005
1.2000000e+003	1.3962800e+005
1.1990000e+003	1.4005300e+005
1.1980000e+003	1.4041500e+005
1.1970000e+003	1.4178800e+005
1.1960000e+003	1.4133500e+005
1.1950000e+003	1.4065000e+005
1.1940000e+003	1.4237300e+005
1.1930000e+003	1.4184000e+005
1.1920000e+003	1.4264800e+005
1.1910000e+003	1.4300300e+005
1.1900000e+003	1.4214500e+005
1.1890000e+003	1.4199300e+005
1.1880000e+003	1.4216500e+005
1.1870000e+003	1.4267300e+005
1.1860000e+003	1.4412800e+005
1.1850000e+003	1.4332000e+005
1.1840000e+003	1.4429300e+005
1.1830000e+003	1.4452800e+005
1.1820000e+003	1.4498300e+005
1.1810000e+003	1.4526500e+005
1.1800000e+003	1.4568800e+005
1.1790000e+003	1.4536000e+005
1.1780000e+003	1.4606000e+005
1.1770000e+003	1.4505500e+005
1.1760000e+003	1.4595000e+005
1.1750000e+003	1.4575300e+005
1.1740000e+003	1.4684300e+005
1.1730000e+003	1.4689800e+005
1.1720000e+003	1.4608800e+005
1.1710000e+003	1.4623500e+005
1.1700000e+003	1.4659800e+005
1.1690000e+003	1.4666300e+005
1.1680000e+003	1.4632800e+005
1.1670000e+003	1.4689000e+005
1.1660000e+003	1.4736000e+005
1.1650000e+003	1.4730800e+005
1.1640000e+003	1.4752800e+005
1.1630000e+003	1.4792300e+005
1.1620000e+003	1.4790300e+005
1.1610000e+003	1.4917800e+005
1.1600000e+003	1.4827800e+005
1.1590000e+003	1.4978000e+005
1.1580000e+003	1.5035500e+005
1.1570000e+003	1.5106300e+005
1.1560000e+003	1.5190800e+005
1.1550000e+003	1.5269800e+005
1.1540000e+003	1.5289500e+005
1.1530000e+003	1.5451000e+005
1.1520000e+003	1.5505800e+005
1.1510000e+003	1.5408500e+005
1.1500000e+003	1.5524000e+005
1.1490000e+003	1.5476300e+005
1.1480000e+003	1.5465800e+005
1.1470000e+003	1.5381300e+005
1.1460000e+003	1.5308000e+005
1.1450000e+003	1.5228800e+005
1.1440000e+003	1.5210300e+005
1.1430000e+003	1.5085300e+005
1.1420000e+003	1.5169000e+005
1.1410000e+003	1.5144500e+005
1.1400000e+003	1.5009800e+005
1.1390000e+003	1.4984000e+005
1.1380000e+003	1.5064300e+005
1.1370000e+003	1.4991500e+005
1.1360000e+003	1.5058500e+005
1.1350000e+003	1.5040500e+005
1.1340000e+003	1.5155500e+005
1.1330000e+003	1.5038000e+005
1.1320000e+003	1.5204500e+005
1.1310000e+003	1.5244800e+005
1.1300000e+003	1.5296000e+005
1.1290000e+003	1.5289300e+005
1.1280000e+003	1.5263300e+005
1.1270000e+003	1.5364800e+005
1.1260000e+003	1.5348500e+005
1.1250000e+003	1.5366800e+005
1.1240000e+003	1.5466000e+005
1.1230000e+003	1.5563300e+005
1.1220000e+003	1.5530800e+005
1.1210000e+003	1.5644000e+005
1.1200000e+003	1.5626500e+005
1.1190000e+003	1.5660800e+005
1.1180000e+003	1.5668800e+005
1.1170000e+003	1.5574800e+005
1.1160000e+003	1.5678500e+005
1.1150000e+003	1.5635500e+005
1.1140000e+003	1.5617300e+005
1.1130000e+003	1.5667500e+005
1.1120000e+003	1.5634300e+005
1.1110000e+003	1.5659500e+005
1.1100000e+003	1.5673300e+005
1.1090000e+003	1.5694800e+005
1.1080000e+003	1.5673500e+005
1.1070000e+003	1.5722300e+005
1.1060000e+003	1.5850500e+005
1.1050000e+003	1.5810000e+005
1.1040000e+003	1.5779800e+005
1.1030000e+003	1.5732300e+005
1.1020000e+003	1.5971000e+005
1.1010000e+003	1.6013000e+005
1.1000000e+003	1.5898000e+005
1.0990000e+003	1.5957500e+005
1.0980000e+003	1.5911800e+005
1.0970000e+003	1.6081300e+005
1.0960000e+003	1.6109300e+005
1.0950000e+003	1.6126300e+005
1.0940000e+003	1.6143500e+005
1.0930000e+003	1.6118300e+005
1.0920000e+003	1.6132000e+005
1.0910000e+003	1.6248300e+005
1.0900000e+003	1.6252000e+005
1.0890000e+003	1.6408500e+005
1.0880000e+003	1.6444800e+005
1.0870000e+003	1.6482000e+005
1.0860000e+003	1.6348300e+005
1.0850000e+003	1.6459500e+005
1.0840000e+003	1.6546000e+005
1.0830000e+003	1.6430800e+005
1.0820000e+003	1.6633800e+005
1.0810000e+003	1.6611000e+005
1.0800000e+003	1.6570500e+005
1.0790000e+003	1.6649800e+005
1.0780000e+003	1.6570300e+005
1.0770000e+003	1.6737800e+005
1.0760000e+003	1.6672500e+005
1.0750000e+003	1.6803300e+005
1.0740000e+003	1.6779000e+005
1.0730000e+003	1.6881300e+005
1.0720000e+003	1.6850000e+005
1.0710000e+003	1.6905000e+005
1.0700000e+003	1.6847800e+005
1.0690000e+003	1.7033000e+005
1.0680000e+003	1.7012000e+005
1.0670000e+003	1.7010500e+005
1.0660000e+003	1.7027800e+005
1.0650000e+003	1.7075300e+005
1.0640000e+003	1.7025800e+005
1.0630000e+003	1.7119800e+005
1.0620000e+003	1.7232000e+005
1.0610000e+003	1.7123800e+005
1.0600000e+003	1.7167500e+005
1.0590000e+003	1.7226000e+005
1.0580000e+003	1.7264000e+005
1.0570000e+003	1.7430300e+005
1.0560000e+003	1.7333000e+005
1.0550000e+003	1.7341000e+005
1.0540000e+003	1.7460800e+005
1.0530000e+003	1.7457000e+005
1.0520000e+003	1.7542300e+005
1.0510000e+003	1.7582300e+005
1.0500000e+003	1.7513000e+005
1.0490000e+003	1.7637000e+005
1.0480000e+003	1.7681800e+005
1.0470000e+003	1.7727300e+005
1.0460000e+003	1.7774500e+005
1.0450000e+003	1.7772500e+005
